ID,productName,price,processeur,freqProcesseur,mememoire,ecran,disqueDur,carteGraphique,desciption,linkToDetails,imgPath
136,Ordinateur portable HP EliteBook 820 G3 I5 4Go (T9X40EA),"2 449,000 DT",Intel Core i5,"2.30 GHz, up to 2.80 GHz",4 Go,LED HD,500 Go,Graphique Intégrée,"Ecran: 12.5"" plat HD SVA antireflet à rétroéclairage LED (1366 x 768) - Processeur: Intel Core i5-6200U (2.30 GHz, up to 2.80 GHz, 3Mo de mémoire Cache, Dual-Core) - Système d'exploitation: Windows 7 Pro/ Windows 10 Pro 64Bits - Mémoire Ram : 4Go DDR4 - Disque Dur: HDD 500 Go, 7200 tr/min - Carte Graphique: Intel® HD 520 avec 1 port USB 3.0, 1 port USB...",https://www.mytek.tn/pc-portable/14755-ordinateur-portable-hp-elitebook-820-g3-i5-4go-t9x40ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/1/9/9/8/51998-product_category.jpg
137,Pc Portable HP OMEN 15-ce009nk i7 7é Gén 8Go 1To,"2 459,000 DT",Intel Core i7,"2,8 GHz, up to 3,8 GHz",8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15,6"" FHD IPS - Processeur: Intel® Core™ i7-7700HQ, 7éme Génération (2,8 GHz, up to 3,8 GHz - 6 Mo de mémoire cache, 4 cœurs) - Systéme d'exploitation: Windows 10 Famille 64 - Mémoire RAM: 8 Go SDRAM DDR4-2400 - Disque Dur: 1 To, 7200 tr/min - Carte Graphique: NVIDIA® GeForce® GTX 1050 (4 Go de mémoire GDDR5 dédiée) - Wifi - Bluetooth - 1x USB 3.1...",https://www.mytek.tn/pc-gamer-tunisie/14794-pc-portable-hp-omen-15-ce009nk-i7-7e-gen-8go-1to.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/2/0/7/5/52075-product_category.jpg
138,Pc Portable DELL i5 8è Gén 8Go 1To + 128SSD - Blanc (3579G3I5),"2 499,000 DT",Intel Core i5,2.3 GHz up to 4.0 GHz,8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6"" FULL HD - Processeur: Intel Core i5-8300H 8ème Génération (2.3 GHz up to 4.0 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: Linux (Ubuntu) - Mémoire RAM: 8 Go DDR4 - Disque dur: 1 To HDD + 128Go SSD - Carte graphique NVIDIA GeForce GTX 1050 avec (4 Go de mémoire dédiée GDDR5) avec Wi-Fi et Bluetooth - Couleur: Blanc -...",https://www.mytek.tn/pc-gamer-/20655-pc-portable-dell-i5-8e-gen-8go-1to-128ssd-blanc-3579g3i5.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/5/6/8/64568-product_category.jpg
139,Pc Portable DELL i5 8è Gén 8Go 1To + 128SSD - Bleu (3579G3I5),"2 499,000 DT",Intel Core i5,2.3 GHz up to 4.0 GHz,8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6"" FULL HD - Processeur: Intel Core i5-8300H 8ème Génération (2.3 GHz up to 4.0 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: Linux (Ubuntu) - Mémoire RAM: 8 Go DDR4 - Disque dur: 1 To HDD + 128Go SSD - Carte graphique NVIDIA GeForce GTX 1050 avec (4 Go de mémoire dédiée GDDR5) avec Wi-Fi et Bluetooth - Couleur: Bleu -...",https://www.mytek.tn/pc-gamer-/20646-pc-portable-dell-i5-8e-gen-8go-1to-128ssd-noir-3579g3i5.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/5/5/8/64558-product_category.jpg
140,Pc Portable DELL i5 8è Gén 8Go 1To + 128SSD - Noir (3579G3I5),"2 499,000 DT",Intel Core i5,2.3 GHz up to 4.0 GHz,8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6"" FULL HD - Processeur: Intel Core i5-8300H 8ème Génération (2.3 GHz up to 4.0 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: Linux (Ubuntu) - Mémoire RAM: 8 Go DDR4 - Disque dur: 1 To HDD + 128Go SSD - Carte graphique NVIDIA GeForce GTX 1050 avec (4 Go de mémoire dédiée GDDR5) avec Wi-Fi et Bluetooth - Couleur: Noir -...",https://www.mytek.tn/pc-gamer-/20653-pc-portable-dell-i5-8e-gen-8go-1to-128ssd-noir-3579g3i5.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/5/6/5/64565-product_category.jpg
141,Pc Portable DELL Inspiron 5570 i7 8è Gén 16Go 2To Rose Gold (210-ANCPR),"2 519,000 DT",Intel Core i7,"1.80 GHz jusqu‘à 4.00 GHz,",16 Go,LED FULL HD,2 To,AMD Readon,"Ecran 15.6""LED Full HD (1920 x 1080 px) - Processeur: Intel® Core™I7-8550U 8ème Génération (1.80 GHz jusqu‘à 4.00 GHz, 8 Mo Cache, Quad-core ) - Systéme d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR4 - Disque dur: 2 To - Carte Graphique: AMD Radeon 530 (4 Go GDDR5 de mémoire Dédiée) avecWifi - Bluetooth - Webcam avec Micro - Couleur: Rose Gold -...",https://www.mytek.tn/pc-portable/20862-pc-portable-dell-inspiron-5570-i7-8e-gen-16go-2to-rouge-210-ancpr.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/5/0/0/7/65007-product_category.jpg
142,Pc Portable DELL Inspiron 5379 i5 8è Gén 8Go 256Go SSD Gris (5379I5SSD),"2 579,000 DT",Intel Core i5,1.60 GHz Up To 3.40 GHz,8 Go,LED FULL HD,256 Go SSD,Graphique Intégrée,"Ecran 13.3"" LED Full HD Tactile - Processeur: Intel Core i5-8250U, 8 ème Génération (1.60 GHz Up To 3.40 GHz, 6 Mo de mémoire cache, Quad-Core) - Systéme D'exploitation: Windows 10 professionnel 64 bits - Mémoire RAM: 8 Go DDR4 - Disque Dur: 256Go SSD - Carte Graphique: Intel HD Graphics avec USB 3.0, Lecteur de Cartes, HDMI, Webcam HD, Wifi et Bluetooth...",https://www.mytek.tn/ultrabook/19035-pc-portable-dell-inspiron-5379-i5-8e-gen-8go-256go-ssd-gris-5379i5ssd.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/1/3/5/9/61359-product_category.jpg
143,Pc Portable DELL Inspiron 5570 i7 8è Gén 16Go 2To Bleu (210-ANCPB),"2 579,000 DT",Intel Core i7,1.80 GHz up to 4.00 GHz,16 Go,LED FULL HD,2 To,AMD Readon,"Ecran 15.6""LED Full HD (1920 x 1080 px) - Processeur: Intel® Core™ i7- 8550U 8ème Génération (1.80 GHz jusqu‘à 4.00 GHz, 8 Mo Cache, Quad-core ) - Systéme d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR4 - Disque dur: 2 To - Carte Graphique: AMD Radeon 530 (4 Go GDDR5 de mémoire Dédiée) avec Lecteur de cartes - Wifi - Bluetooth - Webcam avec Micro -...",https://www.mytek.tn/pc-portable/14729-pc-portable-dell-inspiron-5570-i7-8e-gen-16go-2to-gold.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/2/2/2/3/62223-product_category.jpg
144,Pc Portable DELL Latitude E5580 i7 7è Gén 8 Go 500 Go Noir (210-AKCJ),"2 579,000 DT",Intel Core i7,.50 GHz Up to 3.10 GHz,8 Go,HD,500 Go,Graphique Intégrée,"Ecran 15.6"" HD - Processeur: Intel® Core i7-7200 7ème Génération (2.50 GHz Up to 3.10 GHz, 3Mo de Mémoire Cache, Dual-Core) - Systéme d'exploitation: Free Dos - Mémoire RAM: 8Go DDR4 - Disque Dur: 500 Go - Carte Graphique: Intel® HD Graphics - avec Ethernet, USB 3.0, HDMI et VGA - Couleur: Noir - Garantie: 3 ans Retrait en Magasin ou Livraison Gratuite...",https://www.mytek.tn/pc-portable/15540-pc-portable-dell-latitude-e5580-i7-7e-gen-8go-500-ssd.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/3/7/1/0/53710-product_category.jpg
145,Pc Portable HP OMEN 15-ce016nk i7 7è Gén 12Go 1To (3CD15EA),"2 599,000 DT",Intel Core i7,"2,8 GHz up to 3.8 Ghz",12 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6'' FHD IPS ( 1920 x 1080 ) - Processeur: Intel Core i7-7700HQ, 7éme Génération (2,8 GHz up to 3.8 Ghz, 6Mo de mémoire cache, Quad-Core) - Systéme d'exploitaton: Free Dos - Mémoire RAM: 12 Go DDR4 - Disque Dur: 1 To, SATA 7200 tr/min - Carte Graphique: NVIDIA GeForce GTX 1050 (4 Go de mémoire GDDR5 dédiée) avec Wifi, Bluetooth - Garantie: 1 an...",https://www.mytek.tn/pc-gamer-/20425-pc-portable-hp-omen-15-ce016nk-i7-7e-gen-12go-1to-3cd15ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/1/4/2/64142-product_category.jpg
146,Pc Portable MSI GF638RC-237XFR i5 8é Gén 8Go 1To,"2 599,000 DT",Intel Core i5,2.3 GHz up to 4.0 GHz Turbo,8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6"" FULL HD (1920 x 1080 pixels) - Processeur: Intel Core i5-8300H 8ème Génération (2.3 GHz up to 4.0 GHz Turbo, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque dur: 1To - Carte graphique NVIDIA GeForce GTX 1050 avec (4 Go de mémoire dédiée GDDR5) avec Wi-Fi et Bluetooth - Garantie: 2 ans...",https://www.mytek.tn/pc-gamer-/20384-pc-portable-msi-gf638rc-237xfr-i5-8e-gen-8go-1to.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/0/3/0/64030-product_category.jpg
147,PC Portable HP EliteBook 820 G4 i5 7è Gén 4Go 500Go Win10 - Z2V95EA,"2 644,000 DT",Intel Core i5,2.5 GHz,4 Go,LED HD,500 Go,Graphique Intégrée,"Ecran: 12.5"" HD anti-reflets (1366 x 768 Pixels) - Processeur: Intel Core™ i5-7200U (2,5 GHz, jusqu'à 3,1 GHz, 3 Mo de mémoire cache, 2 cœurs) - Systéme d'exploitation: Windows 10 64 Bits - Mémoire RAM: 4 Go DDR4 - Disque Dur: 500 Go HDD - Carte Graphique: Intel HD Graphics 620 avec USB 3.1 1e gén, DisplayPort, VGA et Lecteur de Cartes - Autonomie de...",https://www.mytek.tn/pc-portable/14753-pc-portable-hp-elitebook-820-g4-i5-7e-gen-4go-500go-win10-z2v95ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/1/9/9/5/51995-product_category.jpg
148,PC Portable DELL Latitude E7480 i5 7è Gén 8Go 256SSD (N016L7480),"2 669,000 DT",Intel Core i5,"2,50 GHz Up To 3.10 GHz",8 Go,FULL HD,256 Go SSD,Graphique Intégrée,"Ecran 14.0"" FULL HD (1920 x 1080 px) - Processeur: Intel Core i5-7200U 7ème Génération, (2,50 GHz Up To 3.10 GHz, 3 Mo de mémoire cache, Dual-Core) - Syséme d'exploitation: Linux (Ubuntu) - Mémoire RAM: 8 Go - Disque Dur: 256 Go SSD - Carte Graphique: Intel HD 620 - avec USB 3.0, HDMI, Lecteur de Cartes WiFi et Bluetooth - Garantie: 3 ans",https://www.mytek.tn/pc-portable/17317-pc-portable-dell-latitude-e7480-i5-7e-gen-8go-256ssd-n016l7480.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/7/6/9/5/57695-product_category.jpg
149,PC Portable DELL Inspiron 5379 i7 8è Gén 8Go 1To Win10,"2 699,000 DT",Intel Core i7,1.80 GHz Up To 4.00 GHz,8 Go,LED FULL HD,1 To,Graphique Intégrée,"Ecran: 13.3"" LED Full HD Tactile - Processeur: Intel Core i7-8550U, 8 ème Génération (1.80 GHz Up To 4.00 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme D'exploitation: Windows 10 - Mémoire RAM: 8 Go DDR4 - Disque Dur: 1To - Carte Graphique: Intel HD Graphics 620 avec USB 3.0, Lecteur de Cartes, HDMI, Webcam HD, Wifi et Bluetooth - Couleur: Gris...",https://www.mytek.tn/pc-portable/14180-pc-portable-dell-inspiron-5379-i7-8e-gen-8go-1to-win10.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/0/9/0/9/50909-product_category.jpg
150,PC Portable Asus ZenBook UX410UF i7 8è Gén 8Go 1To+128SSD - Silver,"2 725,000 DT",Intel Core i7,1.8 GHz up to 4.0 GHz,8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 14"" FULL HD - Résolution: 1920 x 1080 - Processeur: Intel® Core™ i7-8550U, 8éme Génération (1.8 GHz up to 4.0 GHz, 8 Mo de mémoire cache, Quad-Core ) - Systéme d'explatation: Windows 10 64 bits - Mémoire RAM: 8Go - Disque Dur: 1To + 128SSD - Carte Graphique: NVIDIA GeForce MX130 (2 Go de mémoire GDDR5 dédiée), avec Wi-Fi & Bluetooth intégré -...",https://www.mytek.tn/pc-portable/19926-pc-portable-asus-zenbook-ux410uf-i7-8e-gen-8go-1to128ssd-gris.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/3/0/6/1/63061-product_category.jpg
151,"Pc Portable HP EliteBook 850 G4 i5 7è Gén 4Go 500Go (Z2W88EA) ","2 725,000 DT",Intel Core i5,"2,5 GHz jusqu'à 3,1 GHz",4 Go,LED HD,500 Go,Graphique Intégrée,"Ecran: 15.6""HD anti-reflets à rétroéclairage LED (1366 x 768 Pixels) - Processeur: Intel Core™ i5-7200U (2,5 GHz, jusqu'à 3,1 GHz, 3 Mo de mémoire cache, 2 cœurs) - Systéme d'exploitation: Windows 10 PRO 64 Bits - Mémoire RAM: 4 Go DDR4 - Disque Dur: 500 Go HDD - Carte Graphique: Intel HD Graphics 620 avec 2 USB 3.1, 1 USB Type-C, 1 VGA, 1 RJ-45 - Poids:...",https://www.mytek.tn/pc-portable/14774-pc-portable-hp-elitebook-850-g4-i5-7e-gen-4go-500go-win10-z2w88ea-.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/2/0/3/5/52035-product_category.jpg
152,Pc Portable DELL Inspiron 5379 i7 8è Gén 8Go 256SSD (338-BMKV),"2 749,000 DT",Intel Core i7,1.80 GHz Up To 4.00 GHz,8 Go,FULL HD,256 Go SSD,Graphique Intégrée,"Ecran: 13.3"" Full HD IPS Tactile - Processeur: Intel Core i7-8550U, 8 ème Génération (1.80 GHz Up To 4.00 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme D'exploitation: Windows 10 Home - Mémoire RAM: 8 Go DDR4 - Disque Dur: 256 Go SSD - Carte Graphique: Intel HD Graphics avec USB 3.0, Lecteur de Cartes, HDMI, Webcam HD, Wifi et Bluetooth - Couleur: Gris...",https://www.mytek.tn/pc-portable/16391-pc-portable-dell-inspiron-5379-i7-8e-gen-8go-256ssd-338-bmkv.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/5/2/0/9/55209-product_category.jpg
153,Pc Portable HP EliteBook 840 G4 i5 7è Gén 4Go 500Go (Z2V51EA),"2 759,000 DT",Intel Core i5,"2,5 GHz jusqu'à 3,1 GHz",4 Go,LED HD,500 Go,Graphique Intégrée,"Ecran: 14"" HD anti-reflets à rétroéclairage LED (1366 x 768 Pixels) - Processeur: Intel Core™ i5-7200U (2,5 GHz, jusqu'à 3.1 GHz, 3 Mo de mémoire cache, 2 cœurs) - Systéme d'exploitation: Windows 10 PRO 64 Bits - Mémoire RAM: 4 Go SDRAM DDR4 - Disque Dur: 500 Go HDD - Carte Graphique: Carte graphique Intel® HD 620 avec 2 USB 3.1, 1 USB Type-C, 1 HDMI, 1...",https://www.mytek.tn/pc-portable/14804-pc-portable-hp-elitebook-840-g4-i5-7e-gen-8go-500go-z2v51ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/2/0/9/4/52094-product_category.jpg
154,Pc Portable HP Probook 450 G5 i7 8è Gén 8Go 1To (2RS05EA),"2 779,000 DT",Intel Core i7,1.8 GHz up to 4.0 GHz,8 Go,LED HD,1 To,Nvidia GeForce,"Ecran 15.6"" LED HD (1366 x 768) - Processeur: Intel Core i7-8550U 8ème Génération (1.8 GHz up to 4.0 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation : FreeDos - Mémoire RAM: 8 Go SDRAM DDR4-2400 - Disque Dur: 1 To 5400 tpm SATA - Carte Graphique: NVIDIA GeForce 930MX avec (2 Go DDR3 de mémoire dédiée) avec USB 3.0, VGA, WiFi, lecteur de...",https://www.mytek.tn/pc-portable/17676-pc-portable-hp-probook-450-g5-i7-8e-gen-8go-1to-2rs05ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/8/6/0/5/58605-product_category.jpg
155,Pc Portable DELL Latitude E7280 i5 7è Gén 4Go 256SSD (N024L7280),"2 779,000 DT",Intel Core i5,2.50 GHz Up to 3.10 GHz,8 Go,HD,256 Go SSD,Graphique Intégrée,"Ecran 12.5"" HD - Processeur: Intel® Core i5-7200U 7ème Génération (2.50 GHz Up to 3.10 GHz, 3Mo de Mémoire Cache, Dual-Core) - Systéme d'exploitation: Linux - Mémoire RAM: 8Go DDR4 - Disque Dur: 256 Go SSD - Carte Graphique: Intel® HD 620 - avec Ethernet, USB 3.0, HDMI et VGA - Garantie: 3 ans",https://www.mytek.tn/pc-portable/17306-pc-portable-dell-latitude-e7280-i5-7e-gen-4go-256ssd-n024l7280.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/7/6/6/9/57669-product_category.jpg
156,Pc Portable HP OMEN 15-ce001nk i5 7è Gén 12Go 1To (1VQ20EA),"2 789,000 DT",Intel Core i5,"2,5 GHz up to 3.5 Ghz",12 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6'' FHD IPS - Processeur: Intel Core i5-7300HQ, (2,5 GHz up to 3.5 Ghz, 6Mo de mémoire cache) - Systéme d'exploitaton: Windows 10 - Mémoire RAM: 12 Go DDR4 - Disque Dur: 1 To, SATA 7200 tr/min - Carte Graphique: NVIDIA GeForce GTX 1050, (2 Go de mémoire GDDR5 dédiée) avec Wifi - Bluetooth - Couleur: Noir - Garantie 1 an Retrait en Magasin ou...",https://www.mytek.tn/pc-portable/13826-pc-portable-hp-omen-15-ce001nk-i5-7e-gen-12go-1to-1vq20ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/0/3/4/7/50347-product_category.jpg
157,Pc Portable Gamer DELL i7 8è Gén 8Go 1To + 128SSD - Bleu (3579G3I7),"2 799,000 DT",Intel Core i7,2.2 GHz up to 4.10 GHz,8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6"" FULL HD - Processeur: Intel Core i7-8750H 8ème Génération (2.2 GHz up to 4.10 GHz, 9 Mo de mémoire cache, Hexa-Core) - Systéme d'exploitation: Linux (Ubuntu) - Mémoire RAM: 8 Go DDR4 - Disque dur: 1 To HDD + 128Go SSD - Carte graphique NVIDIA GeForce GTX 1050 avec (4 Go de mémoire dédiée GDDR5) avec Wi-Fi et Bluetooth - Couleur: Bleu -...",https://www.mytek.tn/pc-gamer-/20652-pc-portable-gamer-dell-i7-8e-gen-8go-1to-128ssd-bleu-3579g3i7.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/5/6/6/64566-product_category.jpg
158,Pc Portable Gamer DELL G3 15-3579 i7 8è Gén 8Go 1To + 128SSD Noir (3579G3I7),"2 799,000 DT",Intel Core i7,2.2 GHz up to 4.10 GHz,8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6"" FHD IPS rétroéclairé (1920*1080)- Processeur: Intel Core i7-8750H 8ème Génération (2.2 GHz up to 4.10 GHz, 9 Mo de mémoire cache, Hexa-Core) - Systéme d'exploitation: ubuntu Linux - Mémoire RAM: 8Go DDR4 - Disque dur: 1 To, 5400 rpm + 128GoSSD - Carte graphique NVIDIA GeForce GTX 1050 avec (4Go de mémoire dédiée GDDR5) avec Wi-Fi,HDMI, USB 3.1...",https://www.mytek.tn/pc-gamer-tunisie/20684-pc-portable-gamer-dell-inspiron-3579-i7-8e-gen-8go-1to-128ssd-noir-3579g3i7.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/6/2/5/64625-product_category.jpg
159,Pc Portable Gamer DELL i7 8è Gén 8Go 1To + 128SSD - Blanc (3579G3I7),"2 799,000 DT",Intel Core i7,2.2 GHz up to 4.10 GHz,8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6"" FULL HD - Processeur: Intel Core i7-8750H 8ème Génération (2.2 GHz up to 4.10 GHz, 9 Mo de mémoire cache, Hexa-Core) - Systéme d'exploitation: Linux (Ubuntu) - Mémoire RAM: 8 Go DDR4 - Disque dur: 1 To HDD + 128Go SSD - Carte graphique NVIDIA GeForce GTX 1050 avec (4 Go de mémoire dédiée GDDR5) avec Wi-Fi et Bluetooth - Couleur: Blanc -...",https://www.mytek.tn/pc-gamer-/20654-pc-portable-gamer-dell-i7-8e-gen-8go-1to-128ssd-blanc-3579g3i7.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/5/6/9/64569-product_category.jpg
160,PC Portable DELL Inspiron 5570 i7 8è Gén 16Go 2To + 256 Go SSD Gold (210-ANCP),"2 879,000 DT",Intel Core i7,1.8 GHz up to 4.0 GHz,16 Go,HD,2 To,AMD Readon,"Ecran 15.6"" HD - Processeur: Intel Core i7-8550U 8éme Génération (1.8 GHz up to 4.0 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR4 - Disque Dur: 2To HDD + 256SSD - Carte Graphique: AMD Radeon 530 (4 Go GDDR5 de mémoire dédiée) avec USB 3.1, HDMI, Lecteur de Carte Mémoire, Wifi et Bluetooth - Couleur:...",https://www.mytek.tn/pc-portable/20641-pc-portable-dell-inspiron-5570-i7-8e-gen-16go-2to-256-go-ssd-gold-210-ancp.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/5/5/3/64553-product_category.jpg
161,PC Portable DELL Inspiron 5570 i7 8è Gén 16Go 2To + 256 Go SSD Noir (210-ANCP),"2 879,000 DT",Intel Core i7,1.8 GHz up to 4.0 GHz,16 Go,HD,2 To,AMD Readon,"Ecran 15.6"" HD - Processeur: Intel Core i7-8550U 8éme Génération (1.8 GHz up to 4.0 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR4 - Disque Dur: 2To HDD + 256SSD - Carte Graphique: AMD Radeon 530 (4 Go GDDR5 de mémoire dédiée) avec USB 3.1, HDMI, Lecteur de Carte Mémoire, Wifi et Bluetooth - Couleur:...",https://www.mytek.tn/pc-portable/20642-pc-portable-dell-inspiron-5570-i7-8e-gen-16go-2to-256-go-ssd-noir-210-ancp.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/5/5/4/64554-product_category.jpg
162,PC Portable DELL Inspiron 5570 i7 8è Gén 16Go 2To + 256 Go SSD Silver (210-ANCP),"2 879,000 DT",Intel Core i7,1.8 GHz up to 4.0 GHz,16 Go,HD,2 To,AMD Readon,"Ecran 15.6"" HD - Processeur: Intel Core i7-8550U 8éme Génération (1.8 GHz up to 4.0 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR4 - Disque Dur: 2To HDD + 256SSD - Carte Graphique: AMD Radeon 530 (4 Go GDDR5 de mémoire dédiée) avec USB 3.1, HDMI, Lecteur de Carte Mémoire, Wifi et Bluetooth - Couleur:...",https://www.mytek.tn/pc-portable/20639-pc-portable-dell-inspiron-5570-i7-8e-gen-16go-2to-256-go-ssd-silver-210-ancp.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/5/4/4/64544-product_category.jpg
163,PC Portable DELL Inspiron 5570 i7 8è Gén 16Go 2To + 256 Go SSD Blanc (210-ANCP),"2 879,000 DT",Intel Core i7,1.8 GHz up to 4.0 GHz,16 Go,HD,2 To,AMD Readon,"Ecran 15.6"" HD - Processeur: Intel Core i7-8550U 8éme Génération (1.8 GHz up to 4.0 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR4 - Disque Dur: 2To HDD + 256SSD - Carte Graphique: AMD Radeon 530 (4 Go GDDR5 de mémoire dédiée) avec USB 3.1, HDMI, Lecteur de Carte Mémoire, Wifi et Bluetooth - Couleur:...",https://www.mytek.tn/pc-portable/20633-pc-portable-dell-inspiron-5570-i7-8e-gen-16go-2to-256-go-ssd-blanc-210-ancp.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/5/3/4/64534-product_category.jpg
164,PC Portable DELL Inspiron 5570 i7 8è Gén 16Go 2To + 256 Go SSD Bleu (210-ANCP),"2 879,000 DT",Intel Core i7,1.8 GHz up to 4.0 GHz,16 Go,HD,2 To,AMD Readon,"Ecran 15.6"" HD - Processeur: Intel Core i7-8550U 8éme Génération (1.8 GHz up to 4.0 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR4 - Disque Dur: 2To HDD + 256SSD - Carte Graphique: AMD Radeon 530 (4 Go GDDR5 de mémoire dédiée) avec USB 3.1, HDMI, Lecteur de Carte Mémoire, Wifi et Bluetooth - Couleur:...",https://www.mytek.tn/pc-portable/20637-pc-portable-dell-inspiron-5570-i7-8e-gen-16go-2to-256-go-ssd-bleu-210-ancp.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/5/4/6/64546-product_category.jpg
165,Pc Portable ASUS TUF Gaming FX504GD i7 8é Gén 16Go 1To+ 8Go SSHD Noir,"2 899,000 DT",Intel Core i7,2.2 Ghz up to 4.1 Ghz,16 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15,6"" Full HD (1920 x1080 px) - Processeur: Intel® Core™ i7-8750HQ 8éme Génération, (2.2 Ghz up to 4.1 Ghz, 9 Mo de mémoire cache, Hexa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR4 - Disque Dur: 1 To + 8 Go SSHD - Carte Graphique: NVIDIA® GeForce® GTX 1050 (4Go GDDR5 de mémoire dédiée ) avec WiFi, Ethernet, Bluetooth - Clavier...",https://www.mytek.tn/pc-gamer-/19231-pc-portable-asus-tuf-fx504gd-i7-8e-gen-16go-1to8-go-sshd-noir.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/1/7/2/2/61722-product_category.jpg
166,Pc Portable ASUS VivoBook S14 S410UN i7 8è Gén 8Go 1To + 256Go SSD Gold,"2 919,000 DT",Intel Core i7,1.80 GHz up to 4.0 Ghz,8 Go,LED HD,1 To,Nvidia GeForce,"Ecran 14"" LED HD - Processeur: Intel Core i7-8550U 8ème Génération (1.80 GHz Up To 4.0 Ghz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque Dur: 1 To + 256 Go SSD M.2 - Carte graphique NVIDIA GeForce MX150 (4 Go de mémoire dédiée GDDR5) - avec Lecteur de Cartes - Wifi - Bluetooth - Clavier Chiclet...",https://www.mytek.tn/pc-portable/20700-pc-portable-asus-vivobook-s14-s410un-i7-8e-gen-8go-1to-256go-ssd-gold.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/6/4/4/64644-product_category.jpg
