ID,productName,price,processeur,freqProcesseur,mememoire,ecran,disqueDur,carteGraphique,desciption,linkToDetails,imgPath
72,Pc Portable ASUS VIVOBOOK MAX X540UB I5 8é Gén 8Go 1To Noir,"1 719,000 DT",Intel Core i5,1.6 GHz up to 3.4 GHz,8 Go,LED HD,1 To,Nvidia GeForce,"Ecran 15.6"" HD LED (1366x768) - Processeur: Intel® Core™ I5-8250U 8ème Génération (1.6 GHz up to 3.4 GHz, 6 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go - Disque Dur: 1 To SATA HDD ,5400RPM - Carte graphique: Nvidia GeForce MX110 (2 Go de mémoire dédiée ) avec Wifi, Bluetooth,Caméra Web VGA- Couleur: Noir -...",https://www.mytek.tn/pc-portable/20448-pc-portable-asus-vivobook-max-x540ub-i5-8e-gen-8go-1to-noir.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/2/5/8/64258-product_category.jpg
73,PC Portable DELL INSPIRON 3567 i5 7è Gén 8Go 1To Noir (338-BKMN8),"1 719,000 DT",Intel Core i5,"2,50 GHz up to 3.1 Ghz",8 Go,HD,1 To,AMD Readon,"Ecran 15.6"" HD (1366 x 768 px) - Processeur: Intel Core I5-7200U 7éme Génération (2,50 GHz up to 3.1 Ghz, 3Mo de mémoire cache, Dual-Core), Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4, Disque Dur: 1To ,5 400 tr/min - Carte Graphique: AMD Radeon (2 Go GDDR5 de mémoire dédiée) avec HDMI - USB 3.0 - Webcam Wifi et Bluetooth - Couleur: Noir -...",https://www.mytek.tn/pc-portable/20857-pc-portable-dell-inspiron-5570-i5-7e-gen-8go-1to-noir-338-bkmn8.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/9/9/1/64991-product_category.jpg
74,PC Portable HP ProBook 440 G5 i5 8è Gén 4Go 500Go (2RS37EA),"1 749,000 DT",Intel Core i5,"1.60 GHz, up to 3.40 GHz",4 Go,LED HD,500 Go,Graphique Intégrée,"Ecran 14"" HD LED Anti-reflets (1 366 x 768) - Processeur: Intel Core i5-8250U 8e génération (1.60 GHz, up to 3.40 GHz, 6Mo de mémoire Cache, Quad-Core) - Système d'exploitation: FreeDos - Mémoire: 4Go DDR4 - Disque Dur: 500Go - Carte Graphique: Intel UHD 620 Graphics avec USB 3.0, HDMI, VGA, RJ-45, et Lecteur de carte mémoire - Garantie: 1 an Retrait en...",https://www.mytek.tn/pc-portable/20802-pc-portable-hp-probook-440-g5-i5-8e-gen-4go-500go-y7z70ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/8/6/9/64869-product_category.jpg
75,PC Portable LENOVO YOGA 520-14IKBR i3 7è Gén 4Go 1To (81C800M6FG),"1 749,000 DT",Intel Core i3,2.3 GHz,4 Go,LED HD,,Graphique Intégrée,"Ecran 14"" LED HD Tactile (1366 x 768 px) - Processeur: Intel Core i3-7020U (2.30 GHz , 3Mo de mémoire Cache), Systéme d'exploitation: Windows 10 Home - Mémoire RAM: 4Go - Disque Dur: 1To - Carte Graphique: Intel HD Graphics 620 avec Wifi, Bluetooth, USB , HDMI et Lecteur Carte Mmoire - Couleur: Silver - Garantie 1 an Retrait en Magasin ou Livraison...",https://www.mytek.tn/pc-portable/20407-pc-portable-lenovo-yoga-520-14ikbr-i3-7e-gen-4go-1to-81c800m6fg.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/1/0/0/64100-product_category.jpg
76,PC Portable HP 15-DA0046NK i5 7è Gén 8Go 1To - Noir (5CT36EA),"1 749,000 DT",Intel Core i5,2.5 GHz up to 3.1 GHz,8 Go,HD,1 To,Nvidia GeForce,"Ecran 15.6"" HD rétroéclairé WLED (1366 x 768) - Processeur: Intel® Core™ i5-7200U 7éme Génération ( 2.5 GHz up to 3.1 GHz, 3 Mo de mémoire cache, Dual-Core) - Systéme d'exploitation: Free Dos - Mémoire: 8 Go SDRAM DDR4-2133 - Disque dur: 1To HDD - Carte graphique: NVIDIA GeForce MX110 (2 Go de mémoire dédiées), avec USB 3.1, HDMI, Wifi et Bluetooth -...",https://www.mytek.tn/pc-portable/19903-pc-portable-hp-15-da0046nk-i5-7e-gen-8go-1to-noir-5ct36ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/3/0/0/2/63002-product_category.jpg
77,PC Portable HP 15-DA0046NK i5 7è Gén 8Go 1To - Noir (5CV43EA),"1 749,000 DT",Intel Core i5,2.5 GHz up to 3.1 GHz,8 Go,HD,1 To,Nvidia GeForce,"Ecran 15.6"" HD rétroéclairé WLED (1366 x 768) - Processeur: Intel® Core™ i5-7200U 7éme Génération ( 2.5 GHz up to 3.1 GHz, 3 Mo de mémoire cache, Dual-Core) - Systéme d'exploitation: Free Dos - Mémoire: 8 Go SDRAM DDR4-2133 - Disque dur: 1To HDD - Carte graphique: NVIDIA GeForce MX110 (2 Go de mémoire dédiées), avec USB 3.1, HDMI, Wifi et Bluetooth -...",https://www.mytek.tn/pc-portable/19907-pc-portable-hp-15-da0046nk-i5-7e-gen-8go-1to-noir-5cv43ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/3/0/1/4/63014-product_category.jpg
78,PC Portable DELL Inspiron 5570 i5 8è Gén 8Go 1To Noir (338-BMV),"1 769,000 DT",Intel Core i5,"1.6 GHz up to 3,4 GHz",8 Go,LED HD,1 To,AMD Readon,"Ecran 15.6"" LED HD (1366 x 768 px) - Processeur: Intel Core i5-8250U 8éme Génération (1.6 GHz up to 3,4 GHz, 6 Mo de mémoire cache, Quad-Core), Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4, Disque Dur: 1To HDD - Carte Graphique: AMD Radeon 530 (2 Go GDDR5 de mémoire dédiée) avec USB 3.1, HDMI, Lecteur de Carte Mémoire, Wifi et Bluetooth -...",https://www.mytek.tn/pc-portable/20636-pc-portable-dell-inspiron-5570-i5-8e-gen-8go-1to-noir-338-bmv.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/5/3/9/64539-product_category.jpg
79,PC Portable DELL Inspiron 5570 i5 8è Gén 8Go 1To Bleu (338-BMV),"1 769,000 DT",Intel Core i5,"1.6 GHz up to 3,4 GHz",8 Go,LED HD,1 To,AMD Readon,"Ecran 15.6"" LED HD (1366 x 768 px) - Processeur: Intel Core i5-8250U 8éme Génération (1.6 GHz up to 3,4 GHz, 6 Mo de mémoire cache, Quad-Core), Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4, Disque Dur: 1To HDD - Carte Graphique: AMD Radeon 530 (2 Go GDDR5 de mémoire dédiée) avec USB 3.1, HDMI, Lecteur de Carte Mémoire, Wifi et Bluetooth -...",https://www.mytek.tn/pc-portable/20634-pc-portable-dell-inspiron-5570-i5-8e-gen-8go-1to-bleu-338-bmv.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/5/5/0/64550-product_category.jpg
80,PC Portable DELL Inspiron 5570 i5 8è Gén 8Go 1To Blanc (338-BMV),"1 769,000 DT",Intel Core i5,"1.6 GHz up to 3,4 GHz",8 Go,LED HD,1 To,AMD Readon,"Ecran 15.6"" LED HD (1366 x 768 px) - Processeur: Intel Core i5-8250U 8éme Génération (1.6 GHz up to 3,4 GHz, 6 Mo de mémoire cache, Quad-Core), Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4, Disque Dur: 1To HDD - Carte Graphique: AMD Radeon 530 (2 Go GDDR5 de mémoire dédiée) avec USB 3.1, HDMI, Lecteur de Carte Mémoire, Wifi et Bluetooth -...",https://www.mytek.tn/pc-portable/20629-pc-portable-dell-inspiron-5570-i5-8e-gen-8go-1to-blanc-338-bmv.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/5/2/3/64523-product_category.jpg
81,PC Portable DELL Inspiron 5570 i5 8è Gén 8Go 1To Gold (338-BMV),"1 769,000 DT",Intel Core i5,"1.6 GHz up to 3,4 GHz",8 Go,LED HD,1 To,AMD Readon,"Ecran 15.6"" LED HD (1366 x 768 px) - Processeur: Intel Core i5-8250U 8éme Génération (1.6 GHz up to 3,4 GHz, 6 Mo de mémoire cache, Quad-Core), Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4, Disque Dur: 1To HDD - Carte Graphique: AMD Radeon 530 (2 Go GDDR5 de mémoire dédiée) avec USB 3.1, HDMI, Lecteur de Carte Mémoire, Wifi et Bluetooth -...",https://www.mytek.tn/pc-portable/20631-pc-portable-dell-inspiron-5570-i5-8e-gen-8go-1to-gold-338-bmv.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/5/3/1/64531-product_category.jpg
82,PC Portable DELL Inspiron 5570 i5 8è Gén 8Go 1To Silver (338-BMV),"1 769,000 DT",Intel Core i5,"1.6 GHz up to 3,4 GHz",8 Go,LED HD,1 To,AMD Readon,"Ecran 15.6"" LED HD (1366 x 768 px) - Processeur: Intel Core i5-8250U 8éme Génération (1.6 GHz up to 3,4 GHz, 6 Mo de mémoire cache, Quad-Core), Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4, Disque Dur: 1To HDD - Carte Graphique: AMD Radeon 530 (2 Go GDDR5 de mémoire dédiée) avec USB 3.1, HDMI, Lecteur de Carte Mémoire, Wifi et Bluetooth -...",https://www.mytek.tn/pc-portable/20630-pc-portable-dell-inspiron-5570-i5-8e-gen-8go-1to-silver-338-bmv.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/5/2/6/64526-product_category.jpg
83,PC Portable LENOVO IdeaPad 330 i5 8è Gén 8Go 2To Chocolate (81DE0104FG),"1 799,000 DT",Intel Core i5,"1,60 GHz up to 3,4 GHz",8 Go,LED FULL HD,2 To,Nvidia GeForce,"Ecran 15.6"" Full HD (1920 x 1080 px) - Processeur: Intel Core i5-8250U 8ème génération (1,60 GHz up to 3,4 GHz, 6 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8Go DDR4 - Disque Dur: 2 To (5400 rpm) - Carte Graphique: Nvidia GeForce MX150 (4Go de mémoire dédiée GDDR5) avec USB 3.0, HDMI, Wifi - Couleur: Noir - Garantie:...",https://www.mytek.tn/pc-portable/19419-pc-portable-lenovo-ideapad-330-i5-8e-gen-8go-2to-chocolate-81de0104fg.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/2/0/8/9/62089-product_category.jpg
84,Pc Portable DELL Inspiron 5378 i3 7é Gén 4Go 1To Gris (5378-I3),"1 799,000 DT",Intel Core i3,2.7 GHz,4 Go,FULL HD,1 To,Graphique Intégrée,"Ecran 13.3"" LED Full HD Tactile - Processeur Intel Core i3-7130U 7ème Génération (2.7 GHz, 3 Mo de mémoire cache, Dual-Core) - Syséme d'exploitation: Windows 10 Basic - Mémoire RAM: 4 Go DDR4 - Disque Dur: 1To - Carte Graphique: Intel HD Graphics avec WiFi - Bluetooth - Couleur: Gris vintage - Garantie 1 an",https://www.mytek.tn/ultrabook/17184-pc-portable-dell-inspiron-5378-i3-7e-gen-4go-1to-gris-5378-i3.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/8/3/7/8/58378-product_category.jpg
85,Pc Portable LENOVO V330 i8 8è Gén 8Go 1To (81AX002WFE),"1 829,000 DT",Intel Core i5,"1,60 GHz up to 3,40 GHz",8 Go,FULL HD,1 To,AMD Readon,"Ecran 15.6"" Full HD (1920 x 1080) - Processeur: Intel Core i5-8250U 8ème génération (1,60 GHz up to 3,40 GHz, 6Mo de mémoire Cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque Dur: 1 To, 5 400 trs/min - Carte graphique: AMD Radeon™ 530, (2 Go GDDR5 de mémoire dédiée), avec Wifi, Bluetooth - lecteur d'empreintes...",https://www.mytek.tn/pc-portable/19193-pc-portable-lenovo-v330-i8-8e-gen-8go-1to-81ax002wfe.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/1/6/4/0/61640-product_category.jpg
86,Pc portable HP Probook 450 G5 i5 8è Gén 4Go 500Go (2RS20EA),"1 859,000 DT",Intel Core i5,1.6 GHz up to 3.4 GHz,4 Go,LED HD,500 Go,Graphique Intégrée,"Ecran 15.6"" LED HD (1366 x 768) - Processeur: Intel Core i5-8250U 8ème Génération (1.6 GHz up to 3.4 GHz, 6 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation : FreeDos - Mémoire RAM: 4 Go DDR4 - Disque Dur: 500 Go (7200 tr/min) - Carte Graphique: Intel HD Graphics avec USB 3.0 Type-C, VGA, WiFi, lecteur de Carte et Webcam - Garantie: 1 an",https://www.mytek.tn/pc-portable/16385-pc-portable-hp-probook-450-g5-i5-8e-gen-4go-500go-2rs20ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/5/1/8/8/55188-product_category.jpg
87,PC Portable LENOVO 330-15IKBR i5 8è Gén 8Go 2To Noir (81DE01WQFG),"1 869,000 DT",Intel Core i5,"1,60 GHz up to 3,4 GHz",8 Go,FULL HD,2 To,AMD Readon,"Ecran 15.6"" Full HD (1920 x 1080 px) - Processeur: Intel Core i5-8250U 8ème génération (1,60 GHz up to 3,4 GHz, 6 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8Go Disque Dur: 2 To - Carte Graphique: AMD Radeon 530 (4Go de mémoire dédiée GDDR5) avec USB , HDMI, Wifi - Couleur: Noir - Garantie: 1 an Retrait en Magasin...",https://www.mytek.tn/pc-portable/20392-pc-portable-lenovo-ideapad-330-i5-8e-gen-8go-2to-noir.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/0/5/3/64053-product_category.jpg
88,PC Portable HP ProBook 440 G5 i5 8è Gén 4Go 500Go (3GH69EA),"1 879,000 DT",Intel Core i5,"1.6 GHz jusqu’à 3,4 GHz",4 Go,HD,500 Go,Graphique Intégrée,"Ecran 14"" HD anti-reflets rétroéclairé LED (1366 x 768) - Processeur: Intel® Core™ i5-82500U 8éme Génération ( 1.6 GHz jusqu’à 3,4 GHz, 6 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: Free Dos - Mémoire: 4 Go SDRAM DDR4-2400 - Disque dur: 500Go, 7200 tr/min - Carte graphique: Intel® UHD 620, avec USB 3.1, HDMI, Wifi et Bluetooth - Garantie: 1...",https://www.mytek.tn/pc-portable/20559-pc-portable-hp-probook-440-g5-i5-8e-gen-4go-500go-3gh69ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/3/9/0/64390-product_category.jpg
89,PC Portable ASUS VivoBook Flip TP410UA i5 8è Gén 4Go 1To Win10,"1 885,000 DT",Intel Core i5,"1,6 GHz",4 Go,LED FULL HD,1 To,Graphique Intégrée,"Ecran 14.0"" Tactile LED Full HD (1920 x 1080), Processeur: Intel Core i5-8250U 8éme Génartion (1.6 GHz Up To 3.4 GHz, 6 Mo de mémoire Cache, Quad-Core), Systéme d'exploitation: Windows 10, Mémoire RAM: 4 Go, Disque dur: 1 To HDD, Carte Graphique: Intel HD Graphics 620, avec USB 3.0 Type C, HDMI, Lecteur de cartes, Wifi, Bluetooth, Webcam, Couleur: Gris -...",https://www.mytek.tn/pc-portable/13518-pc-portable-asus-vivobook-flip-tp410ua-i5-8e-gen-4go-1to-win10.html,https://d2j7t5u190oygv.cloudfront.net/img/p/4/9/8/6/6/49866-product_category.jpg
90,Pc Portable ASUS VivoBook Max i7 7é Gén 8Go 1To Noir,"1 889,000 DT",Intel Core i7,2.7 Ghz up to 3.50 Ghz,8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6"" FULL HD - Processeur: Intel Core i7-7500U 7ème Génération (2.7 Ghz up to 3.50 Ghz, 4 Mo de mémoire cache, Dual-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go - Disque Dur: 1To - Carte graphique: Nvidia GeForce GT920MX (2 Go de mémoire dédiée) - Lecteur de cartes - Wifi - Bluetooth - Couleur: Noir - Garantie: 2 ans Retrait en...",https://www.mytek.tn/pc-portable/20009-pc-portable-asus-vivobook-max-x540ub-i7-7e-gen-8go-1to-noir.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/3/2/1/8/63218-product_category.jpg
91,Pc Portable LENOVO i5 8è Gén 8Go 1T Noir (20KN001YFE),"1 889,000 DT",Intel Core i5,1.6 GHz Up to 3.4 GHz,,HD,1 To,AMD Readon,"Ecran 14"" HD (1366 x 768 pixels) - Processeur Intel Core i5-8250U 8éme Génération (1.6 GHz Up to 3.4 GHz, 6 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4-2400 - Disque Dur: 1 To - Carte Graphique: AMD Radeon™ RX 550 (2 Go de mémoire dédiées) avec WiFi, USB 3.1, HDMI - Couleur: Noir - Garantie: 1 an Retrait en...",https://www.mytek.tn/pc-portable/18743-pc-portable-lenovo-i5-8e-gen-8go-1t-noir-20kn001yfe.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/0/7/6/2/60762-product_category.jpg
92,Pc Portable ASUS ViviBooK 17 X705UB-BX120 i5 8è Gén 8Go 1To,"1 919,000 DT",Intel Core i5,"1.6 GHz, up to 3.4 GHz",8 Go,HD,1 To,Nvidia GeForce,"Ecran 17,3"" HD - Processeur: Intel® Core™ i5-8250U, 8éme Génération (1.6 GHz, up to 3.4 GHz, 6 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque Dur: 1 To SATA - Carte Graphique: NVIDIA® GeForce® MX110 (2 Go de mémoire GDDR5 dédiée) - Wifi, Bluetooth - Garantie: 2 ans + Graveur DVD Externe Offert Retrait...",https://www.mytek.tn/pc-portable/18503-pc-portable-asus-vivibook-17x705ub-bx120-i5-8e-gen-8go-1to.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/2/6/4/9/62649-product_category.jpg
93,PC Portable LENOVO IP330 i7 8è Gén 8Go 1To Gris (81DE01WSFG),"1 939,000 DT",Intel Core i7,1.80 GHz Up To 4.00 GHz,8 Go,LED FULL HD,1 To,AMD Readon,"Ecran 15.6"" LED Full HD (1920 x 1080) - Processeur: Intel Core i7-8550U (1.80 GHz Up To 4.00 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme D'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque Dur: 1 To - Carte graphique: AMD RADEON 530 (2Go de Mémoire Dédiée GDDR5), avec Bluetooth, Webcam HD, HDMI, USB 3.0 - Couleur: Noir - Garantie: 1 an Retrait...",https://www.mytek.tn/pc-portable/20398-pc-portable-lenovo-ip330-i7-8e-gen-8go-1to-gris-81de01wsfg.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/0/7/3/64073-product_category.jpg
94,Pc Portable ASUS VivoBook Max X542UF I7 8é Gén 8Go 1To - Rouge,"1 959,000 DT",Intel Core i7,1.8 GHz up to 4.0 GHz,8 Go,LED HD,1 To,Nvidia GeForce,"Ecran 15.6"" HD LED - Processeur: Intel® Core™ i7-8550U 8ème Génération (1.8 GHz up to 4.0 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go - Disque Dur: 1 To HDD, 5400 RPM - Carte graphique: Nvidia GeForce MX130 (2 Go de mémoire dédiée ) avec Wifi, Bluetooth, Webcam avec Micro - Couleur: Rouge - Garantie 2 ans...",https://www.mytek.tn/pc-portable/20140-pc-portable-asus-vivobook-max-x542uf-i7-8e-gen-8go-1to-rouge.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/3/4/6/3/63463-product_category.jpg
95,Pc Portable ASUS VivoBook Max X542UF I7 8é Gén 8Go 1To Silver,"1 959,000 DT",Intel Core i7,1.8 GHz up to 4.0 GHz,8 Go,LED HD,1 To,Nvidia GeForce,"Ecran 15.6"" HD LED - Processeur: Intel® Core™ i7-8550U 8ème Génération (1.8 GHz up to 4.0 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go - Disque Dur: 1 To HDD, 5400 RPM - Carte graphique: Nvidia GeForce MX130 (2 Go de mémoire dédiée ) avec Wifi, Bluetooth, Webcam avec Micro- Couleur: Silver - Garantie 2 ans...",https://www.mytek.tn/pc-portable/19227-pc-portable-asus-vivobook-max-x542uf-i7-8e-gen-8go-1to-silver.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/1/7/0/9/61709-product_category.jpg
96,Pc Portable ASUS VivoBook Max X542UF I7 8é Gén 8Go 1To Gold,"1 959,000 DT",Intel Core i7,1.8 GHz up to 4.0 GHz,8 Go,LED HD,1 To,Nvidia GeForce,"Ecran 15.6"" HD LED - Processeur: Intel® Core™ i7-8550U 8ème Génération (1.8 GHz up to 4.0 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go - Disque Dur: 1 To HDD, 5400 RPM - Carte graphique: Nvidia GeForce MX130 (2 Go de mémoire dédiée ) avec Wifi, Bluetooth, Webcam avec Micro - Couleur: Gold - Garantie 2 ans...",https://www.mytek.tn/pc-portable/19228-pc-portable-asus-vivobook-max-x542uf-i7-8e-gen-8go-1to-gold.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/1/7/1/2/61712-product_category.jpg
97,Pc Portable ASUS VivoBook Max X542UF I7 8é Gén 8Go 1To - Blanc,"1 959,000 DT",Intel Core i7,1.8 GHz up to 4.0 GHz,8 Go,LED HD,1 To,Nvidia GeForce,"Ecran 15.6"" HD LED - Processeur: Intel® Core™ i7-8550U 8ème Génération (1.8 GHz up to 4.0 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go - Disque Dur: 1 To HDD, 5400 RPM - Carte graphique: Nvidia GeForce MX130 (2 Go de mémoire dédiée ) avec Wifi, Bluetooth, Webcam avec Micro- Couleur: Blanc - Garantie 2 ans...",https://www.mytek.tn/pc-portable/20141-pc-portable-asus-vivobook-max-x542uf-i7-8e-gen-8go-1to-blanc.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/5/3/0/9/65309-product_category.jpg
98,Pc Portable LENOVO 330-15IKBR i7 8é Gén 8Go 1To Gris (81DE0106FG),"1 965,000 DT",Intel Core i7,1.80 GHz Up to 4.0 GHz,8 Go,HD,1 To,Nvidia GeForce,"Ecran 15.6"" HD (1366 x 768 px) - Processeur: Intel Core i7-8550U (Quad-Core, 1.80 GHz Up to 4.0 GHz, 8Mo de mémoire Cache), Systéme d'exploitation: FreeDos, Mémoire RAM: 8Go - Disque Dur: 1To, Carte Graphique: NVIDIA GeForce MX150 (2 Go de mémoire dédiée) avec Wifi, Bluetooth, USB , HDMI-Couleur: Gris - Garantie 1 an Retrait en Magasin ou Livraison...",https://www.mytek.tn/pc-portable/20405-pc-portable-lenovo-330-i7-7e-gen-8go-1to-81de0106fg.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/0/9/1/64091-product_category.jpg
99,Pc Portable ASUS VivoBook Flip 14 TP412UA I5 8é Gén 4Go 256Go SSD - Silver,"1 969,000 DT",Intel Core i5,1.6 GHz up to 3.4 GHz,4 Go,FULL HD,,Graphique Intégrée,"Ecran 14"" FULL HD Tactile - Processeur: Intel® Core™ i5-82500U, 8éme Génération (1.6 GHz up to 3.4 GHz, 6 Mo de mémoire cache, Quad-Core ) - Systéme d'explatation: Windows 10 - Mémoire RAM: 4Go - Disque Dur: 256Go SSD - Carte Graphique: Intel HD Graphics, avec Wi-Fi & Bluetooth - Lecteur d'empreinte digitale + Stylo - Couleur: Silver - Garantie: 2...",https://www.mytek.tn/ultrabook/20539-pc-portable-asus-vivobook-flip-14-tp412ua-i5-8e-gen-4go-256go-ssd-silver.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/3/3/4/64334-product_category.jpg
100,Pc Portable ASUS VivoBook Flip 14 TP412UA I5 8é Gén 4Go 1To - Gris,"1 969,000 DT",Intel Core i5,1.6 GHz up to 3.4 GHz,4 Go,FULL HD,,Graphique Intégrée,"Ecran 14"" FULL HD Tactile - Processeur: Intel® Core™ i5-82500U, 8éme Génération (1.6 GHz up to 3.4 GHz, 6 Mo de mémoire cache, Quad-Core ) - Systéme d'explatation: Windows 10 - Mémoire RAM: 4Go - Disque Dur: 256Go SSD - Carte Graphique: Intel HD Graphics, avec Wi-Fi & Bluetooth - Lecteur d'empreinte digitale + Stylo - Couleur: Gris - Garantie: 2 ans...",https://www.mytek.tn/ultrabook/20531-pc-portable-asus-vivobook-flip-14-tp412ua-i5-8e-gen-4go-1to-gris.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/3/2/4/64324-product_category.jpg
101,Pc Portable ASUS VivoBook S15 i5 8é Gén 8Go 500Go (S510UA),"1 985,000 DT",Intel Core i5,"1.6 GHz, up to 3.4 GHz",8 Go,LED HD,500 Go,Graphique Intégrée,"Ecran 15.6"" LED HD - Processeur: Intel Core i5 8250U 8ème Génération (1.6 GHz, up to 3.4 GHz, 6Mo de mémoire Cache, Quad-Core) - Système d'exploitation: Free Dos - Mémoire: 8Go DDR4 - Disque Dur: 500 Go (5400 Tr/min) + 128 Go SSD - Carte Graphique: Intel HD Graphics - Empreinte digitale - Clavier Chiclet rétroéclairé avec Wifi, Bluetooth et Webcam -...",https://www.mytek.tn/pc-portable/16618-pc-portable-asus-vivobook-s15-i5-8e-gen-8go-500go-s510ua.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/0/9/9/9/60999-product_category.jpg
102,Pc Portable HP ProBook 430 G5 I5 8é Gén 4Go 500Go (2SX96EA),"1 989,000 DT",Intel Core i5,"1.6 GHz up to 3,4 GHz",4 Go,LED HD,500 Go,Graphique Intégrée,"Ecran 13.3"" HD LED (1920 x 1080)- Processeur: Intel® Core™ i5-8250U 8éme Génération (1.6 GHz up to 3,4 GHz, 6Mo de mémoire cache, Quad-Core)- Systéme d'exploitation: FreeDos - Mémoire RAM: 4 Go DDR4 - Disque Dur: 500 Go - Carte Graphique: Intel® HD Graphics, avec WiFi, Bluetooth - Couleur: Silver - Garantie: 1 an",https://www.mytek.tn/pc-portable/16409-pc-portable-hp-probook-430-g5-i5-8e-gen-4go-500go-2sx96ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/5/2/4/1/55241-product_category.jpg
103,Pc Portable LENOVO LEGION Y520 I5 7é Gén 4Go 2To (80WK01E3FG),"1 999,000 DT",Intel Core i5,"2,50 GHz Up to 3.50 GHz",8 Go,Full HD IPS,2 To,Nvidia GeForce,"Ecran 15.6"" IPS Full HD (1920 x 1080) - Processeur: Intel Core i5-7300HQ 7ème génération (2,50 GHz Up to 3.50 GHz, 6 Mo de mémoire Cache) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8Go DDR4 - Disque Dur: 2To - Carte graphique: Nvidea Geforce GTX 1050, (4 Go DDR5 de mémoire dédiée) avec Wifi, Bluetooth, Webcam - Garantie 2 ans Retrait en Magasin ou...",https://www.mytek.tn/pc-gamer-/17585-pc-portable-lenovo-legion-y520-i5-7e-gen-4go-2to-80wk01e3fg.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/3/7/0/3/63703-product_category.jpg
